Date,Time,Category,Level,Message
28-04-2026,13:39:09:012 / GMT+05:00,Network,Info,Response ✅ 200: s3.eu-central-1.amazonaws.com; Info:
28-04-2026,13:39:09:022 / GMT+05:00,Network,Info,Response ✅ 200: s3.eu-central-1.amazonaws.com; Info:
28-04-2026,13:39:09:038 / GMT+05:00,Network,Info,Response ✅ 200: s3.eu-central-1.amazonaws.com; Info:
28-04-2026,13:39:09:070 / GMT+05:00,Network,Info,Response ✅ 200: s3.eu-central-1.amazonaws.com; Info:
28-04-2026,14:43:35:101 / GMT+05:00,Analytics,Info,Analytics event: [Push] Push Notification Screen Opened. Params: {"Source":"Stories"}
28-04-2026,14:43:35:974 / GMT+05:00,Analytics,Info,Analytics event: [Push] Button - Allow. Params: {"Source":"Stories"}
28-04-2026,14:43:37:060 / GMT+05:00,App,Info,<PushNotificationsEventsLogger:38:logPushNotificationEvent(_:)> Push notification authorization granted; registering for remote notifications.
28-04-2026,14:43:37:065 / GMT+05:00,Analytics,Info,Analytics event: [Push] Permission Status. Params: {"State":"Allow"}
28-04-2026,14:43:39:264 / GMT+05:00,Network,Info,Request ➡️: api.tangem.org; Info: /user-wallets/applications/REDACTED_HEX; Method: PATCH; Headers: version¸system_version¸timezone¸api-key¸language¸device¸platform¸Content-Type
28-04-2026,14:43:39:982 / GMT+05:00,Network,Info,Response ✅ 200: api.tangem.org; Info: /user-wallets/applications/REDACTED_HEX
28-04-2026,14:43:39:988 / GMT+05:00,App,Info,<CommonUserTokensPushNotificationsService:227:updateApplication(fcmToken:)> Application has been updated for uid: REDACTED_HEX
28-04-2026,14:43:39:991 / GMT+05:00,App,Info,<CustomerIOWrapper:75:subscribeToFcmTokenUpdatedEvent()> Customer.io device token registered.
28-04-2026,14:43:51:622 / GMT+05:00,Analytics,Info,Analytics event: [Introduction Process] Button - Create New Wallet. Params: {}
28-04-2026,14:43:51:814 / GMT+05:00,Analytics,Info,Analytics event: [Introduction Process] Create Wallet Intro Screen Opened. Params: {"Referral":"False"¸ "Referral_ID":"Empty"}
28-04-2026,14:43:53:122 / GMT+05:00,Analytics,Info,Analytics event: [Introduction Process] Button - Scan Card. Params: {"Source":"Create Wallet Intro"}
28-04-2026,14:43:55:164 / GMT+05:00,TangemSDK,Debug,🟡 (CardSession) Start card session with runnable
28-04-2026,14:43:55:164 / GMT+05:00,TangemSDK,Debug,🟡 (CardSession) Prepare card session
28-04-2026,14:43:55:166 / GMT+05:00,TangemSDK,Debug,🟡 (CardSession) Access code policy is alwaysWithBiometrics
28-04-2026,14:43:55:167 / GMT+05:00,TangemSDK,Debug,🟡 (CardSession) Encryption mode is none
28-04-2026,14:43:55:167 / GMT+05:00,TangemSDK,Debug,🟡 (CardSession) Skip an access codes request
28-04-2026,14:43:55:167 / GMT+05:00,TangemSDK,Debug,🟡 (CardSession) Start card session with delegate
28-04-2026,14:43:55:168 / GMT+05:00,TangemSDK,Debug,🔵 (NFCReader) Start NFC session
28-04-2026,14:43:55:339 / GMT+05:00,TangemSDK,Debug,🔵 (NFCReader) NFC session is active: true
28-04-2026,14:43:55:340 / GMT+05:00,TangemSDK,Debug,🟤 (ViewDelegate) Session started
28-04-2026,14:43:55:343 / GMT+05:00,TangemSDK,Debug,🟤 (ViewDelegate) Set state: scan
28-04-2026,14:43:56:295 / GMT+05:00,TangemSDK,Debug,🔵 (NFCReader) NFC tag detected: [CoreNFC.NFCTag.iso7816(<NFCISO7816Tag: 0x136c48300>)]
28-04-2026,14:43:56:298 / GMT+05:00,TangemSDK,Debug,🔵 (NFCReader) Received tag: iso7816 Tag with uid: REDACTED_HEX
28-04-2026,14:43:56:299 / GMT+05:00,TangemSDK,Debug,🟤 (ViewDelegate) Tag connected
28-04-2026,14:43:56:318 / GMT+05:00,TangemSDK,Debug,🟤 (ViewDelegate) Set state: default
28-04-2026,14:43:56:318 / GMT+05:00,TangemSDK,Debug,🟡 (CardSession) Start preflight check
28-04-2026,14:43:56:320 / GMT+05:00,TangemSDK,Debug,🪲 SecureStorage delete - status The specified item could not be found in the keychain. -25300
28-04-2026,14:43:56:324 / GMT+05:00,TangemSDK,Debug,🪲 Run preflight read with mode: fullCardReadWithAccessCodeCheck
28-04-2026,14:43:56:327 / GMT+05:00,TangemSDK,Debug,⚪️ ================================================================
28-04-2026,14:43:56:327 / GMT+05:00,TangemSDK,Debug,⚪️ ---------------- Send command: Read ----------------
28-04-2026,14:43:56:327 / GMT+05:00,TangemSDK,Debug,⚪️ ================================================================
28-04-2026,14:43:56:327 / GMT+05:00,TangemSDK,Debug,🪲 ---------------- C-APDU serialization start ----------------
28-04-2026,14:43:56:329 / GMT+05:00,TangemSDK,Debug,🟣 TAG_Pin [0x10:***]: ***
28-04-2026,14:43:56:331 / GMT+05:00,TangemSDK,Debug,🟣 TAG_InteractionMode [0x23:01]: 01 (card)
28-04-2026,14:43:56:339 / GMT+05:00,TangemSDK,Debug,🪲 SecureStorage set - status No error. 0
28-04-2026,14:43:56:341 / GMT+05:00,TangemSDK,Debug,🪲 SecureStorage set - status No error. 0
28-04-2026,14:43:56:341 / GMT+05:00,TangemSDK,Debug,🟣 TAG_TerminalPublicKey [0x5C:***]: ***
28-04-2026,14:43:56:341 / GMT+05:00,TangemSDK,Debug,🪲 ---------------- C-APDU serialization finish ----------------
28-04-2026,14:43:56:341 / GMT+05:00,TangemSDK,Debug,🟡 (CardSession) Send
28-04-2026,14:43:56:341 / GMT+05:00,TangemSDK,Debug,🔵 (NFCReader) Send publisher invoked
28-04-2026,14:43:56:389 / GMT+05:00,TangemSDK,Debug,⚪️ Command execution time is: 46 ms
28-04-2026,14:43:56:389 / GMT+05:00,TangemSDK,Debug,🔵 (NFCReader) Success response from card received
28-04-2026,14:43:56:390 / GMT+05:00,TangemSDK,Debug,🪲 ---------------- R-APDU deserialization start ----------------
28-04-2026,14:43:56:393 / GMT+05:00,TangemSDK,Debug,🟣 TAG_Status [0x02:01]: 01 (empty)
28-04-2026,14:43:56:393 / GMT+05:00,TangemSDK,Debug,🟣 TAG_FirmwareVersion [0x80:10]: REDACTED_HEX (4.52d SDK)
28-04-2026,14:43:56:394 / GMT+05:00,TangemSDK,Debug,🟣 TAG_IsActivated [0x3A:01]: 00 (false)
28-04-2026,14:43:56:396 / GMT+05:00,TangemSDK,Debug,🟣 TAG_SettingsMask [0x0A:04]: REDACTED_HEX (["UseNDEF"¸"AllowUnencrypted"¸"AllowFastEncryption"¸"AllowSelectBlockchain"¸"SkipSecurityDelayIfValidatedByLinkedTerminal"¸"IsReusable"¸"AllowHDWallets"¸"AllowBackup"])
28-04-2026,14:43:56:396 / GMT+05:00,TangemSDK,Debug,🟣 TAG_Pin2IsDefault [0x59:00]:  (true)
28-04-2026,14:43:56:396 / GMT+05:00,TangemSDK,Debug,🟣 TAG_PinIsDefault [0x5A:00]:  (true)
28-04-2026,14:43:56:396 / GMT+05:00,TangemSDK,Debug,🟣 TAG_ManufacturerName [0x20:07]: REDACTED_HEX (TANGEM)
28-04-2026,14:43:56:396 / GMT+05:00,TangemSDK,Debug,🟣 TAG_ManufactureDateTime [0x82:04]: REDACTED_HEX (REDACTED_HEX 00:00:00 +0000)
28-04-2026,14:43:56:396 / GMT+05:00,TangemSDK,Debug,🟣 TAG_CardIDManufacturerSignature [0x86:***]: ***
28-04-2026,14:43:56:396 / GMT+05:00,TangemSDK,Debug,🟣 TAG_IssuerName [0x83:11]: REDACTED_HEX (TANGEM SDK)
28-04-2026,14:43:56:396 / GMT+05:00,TangemSDK,Debug,🟣 TAG_IssuerPublicKey [0x30:***]: ***
28-04-2026,14:43:56:396 / GMT+05:00,TangemSDK,Debug,🟣 TAG_PauseBeforePin2 [0x09:02]: 05DC (Optional(1500))
28-04-2026,14:43:56:396 / GMT+05:00,TangemSDK,Debug,🟣 TAG_WalletsCount [0x66:01]: 01 (Optional(1))
28-04-2026,14:43:56:397 / GMT+05:00,TangemSDK,Debug,🟣 TAG_IsLinked [0x58:01]: 00 (false)
28-04-2026,14:43:56:398 / GMT+05:00,TangemSDK,Debug,🟣 TAG_BackupStatus [0xD0:01]: 00 (Optional(TangemSdk.Card.BackupRawStatus.noBackup))
28-04-2026,14:43:56:398 / GMT+05:00,TangemSDK,Debug,🟣 TAG_CardId [0x01:***]: ***
28-04-2026,14:43:56:398 / GMT+05:00,TangemSDK,Debug,🟣 TAG_BatchId [0x81:02]: AC21
28-04-2026,14:43:56:398 / GMT+05:00,TangemSDK,Debug,🟣 TAG_CardPublicKey [0x03:***]: ***
28-04-2026,14:43:56:398 / GMT+05:00,TangemSDK,Debug,🟣 TAG_Health [0x0F:01]: 00 (Optional(0))
28-04-2026,14:43:56:398 / GMT+05:00,TangemSDK,Debug,🪲 ---------------- R-APDU deserialization finish ----------------
28-04-2026,14:43:56:398 / GMT+05:00,TangemSDK,Debug,🟡 (CardSession) Try fetch an access code
28-04-2026,14:43:56:400 / GMT+05:00,TangemSDK,Debug,⚪️ ================================================================
28-04-2026,14:43:56:400 / GMT+05:00,TangemSDK,Debug,⚪️ ---------------- Send command: ReadWalletsList ----------------
28-04-2026,14:43:56:400 / GMT+05:00,TangemSDK,Debug,⚪️ ================================================================
28-04-2026,14:43:56:400 / GMT+05:00,TangemSDK,Debug,🪲 ---------------- C-APDU serialization start ----------------
28-04-2026,14:43:56:400 / GMT+05:00,TangemSDK,Debug,🟣 TAG_InteractionMode [0x23:01]: 03 (walletsList)
28-04-2026,14:43:56:400 / GMT+05:00,TangemSDK,Debug,🟣 TAG_CardId [0x01:***]: ***
28-04-2026,14:43:56:400 / GMT+05:00,TangemSDK,Debug,🪲 ---------------- C-APDU serialization finish ----------------
28-04-2026,14:43:56:400 / GMT+05:00,TangemSDK,Debug,🟡 (CardSession) Send
28-04-2026,14:43:56:400 / GMT+05:00,TangemSDK,Debug,🔵 (NFCReader) Send publisher invoked
28-04-2026,14:43:56:400 / GMT+05:00,TangemSDK,Debug,🪲 ReadCommand deinit
28-04-2026,14:43:56:425 / GMT+05:00,TangemSDK,Debug,⚪️ Command execution time is: 24 ms
28-04-2026,14:43:56:425 / GMT+05:00,TangemSDK,Debug,🔵 (NFCReader) Success response from card received
28-04-2026,14:43:56:426 / GMT+05:00,TangemSDK,Debug,🪲 ---------------- R-APDU deserialization start ----------------
28-04-2026,14:43:56:428 / GMT+05:00,TangemSDK,Debug,🟣 TAG_Status [0x02:01]: 02 (loaded)
28-04-2026,14:43:56:428 / GMT+05:00,TangemSDK,Debug,🟣 TAG_WalletPublicKey [0x60:***]: ***
28-04-2026,14:43:56:428 / GMT+05:00,TangemSDK,Debug,🟣 TAG_WalletHDChain [0x6B:***]: ***
28-04-2026,14:43:56:429 / GMT+05:00,TangemSDK,Debug,🟣 TAG_CurveId [0x05:10]: REDACTED_HEX (secp256k1)
28-04-2026,14:43:56:429 / GMT+05:00,TangemSDK,Debug,🟣 TAG_WalletSignedHashes [0x63:04]: 00000074 (Optional(116))
28-04-2026,14:43:56:430 / GMT+05:00,TangemSDK,Debug,🟣 TAG_WalletIndex [0x65:01]: 00 (0)
28-04-2026,14:43:56:430 / GMT+05:00,TangemSDK,Debug,🟣 TAG_CardId [0x01:***]: ***
28-04-2026,14:43:56:430 / GMT+05:00,TangemSDK,Debug,🪲 ---------------- R-APDU deserialization finish ----------------
28-04-2026,14:43:56:430 / GMT+05:00,TangemSDK,Debug,🟡 (CardSession) Start runnable
28-04-2026,14:43:56:432 / GMT+05:00,TangemSDK,Debug,⚪️ ================================================================
28-04-2026,14:43:56:432 / GMT+05:00,TangemSDK,Debug,⚪️ ---------------- Send command: ReadFile ----------------
28-04-2026,14:43:56:432 / GMT+05:00,TangemSDK,Debug,⚪️ ================================================================
28-04-2026,14:43:56:432 / GMT+05:00,TangemSDK,Debug,🪲 ---------------- C-APDU serialization start ----------------
28-04-2026,14:43:56:432 / GMT+05:00,TangemSDK,Debug,🟣 TAG_CardId [0x01:***]: ***
28-04-2026,14:43:56:432 / GMT+05:00,TangemSDK,Debug,🟣 TAG_FileIndex [0x26:01]: 00 (0)
28-04-2026,14:43:56:432 / GMT+05:00,TangemSDK,Debug,🟣 TAG_Offset [0x24:02]: 0000 (0)
28-04-2026,14:43:56:432 / GMT+05:00,TangemSDK,Debug,🟣 TAG_FileTypeName [0x70:15]: REDACTED_HEX (blockchainInfo)
28-04-2026,14:43:56:432 / GMT+05:00,TangemSDK,Debug,🪲 ---------------- C-APDU serialization finish ----------------
28-04-2026,14:43:56:432 / GMT+05:00,TangemSDK,Debug,🟡 (CardSession) Send
28-04-2026,14:43:56:433 / GMT+05:00,TangemSDK,Debug,🔵 (NFCReader) Send publisher invoked
28-04-2026,14:43:56:433 / GMT+05:00,TangemSDK,Debug,🪲 PreflightReadTask deinit
28-04-2026,14:43:56:433 / GMT+05:00,TangemSDK,Debug,🪲 ReadWalletsListCommand deinit
28-04-2026,14:43:56:443 / GMT+05:00,TangemSDK,Debug,⚪️ Command execution time is: 9 ms
28-04-2026,14:43:56:443 / GMT+05:00,TangemSDK,Debug,🔵 (NFCReader) Success response from card received
28-04-2026,14:43:56:447 / GMT+05:00,TangemSDK,Debug,⚪️ ================================================================
28-04-2026,14:43:56:447 / GMT+05:00,TangemSDK,Debug,⚪️ ---------------- Send command: AttestCardKey ----------------
28-04-2026,14:43:56:447 / GMT+05:00,TangemSDK,Debug,⚪️ ================================================================
28-04-2026,14:43:56:447 / GMT+05:00,TangemSDK,Debug,🪲 ---------------- C-APDU serialization start ----------------
28-04-2026,14:43:56:447 / GMT+05:00,TangemSDK,Debug,🟣 TAG_CardId [0x01:***]: ***
28-04-2026,14:43:56:447 / GMT+05:00,TangemSDK,Debug,🟣 TAG_Challenge [0x16:***]: ***
28-04-2026,14:43:56:447 / GMT+05:00,TangemSDK,Debug,🪲 ---------------- C-APDU serialization finish ----------------
28-04-2026,14:43:56:447 / GMT+05:00,TangemSDK,Debug,🟡 (CardSession) Send
28-04-2026,14:43:56:447 / GMT+05:00,TangemSDK,Debug,🔵 (NFCReader) Send publisher invoked
28-04-2026,14:43:56:447 / GMT+05:00,TangemSDK,Debug,🪲 ScanTask deinit
28-04-2026,14:43:56:547 / GMT+05:00,TangemSDK,Debug,⚪️ Command execution time is: 100 ms
28-04-2026,14:43:56:547 / GMT+05:00,TangemSDK,Debug,🔵 (NFCReader) Success response from card received
28-04-2026,14:43:56:547 / GMT+05:00,TangemSDK,Debug,🪲 ---------------- R-APDU deserialization start ----------------
28-04-2026,14:43:56:548 / GMT+05:00,TangemSDK,Debug,🟣 TAG_CardId [0x01:***]: ***
28-04-2026,14:43:56:548 / GMT+05:00,TangemSDK,Debug,🟣 TAG_Salt [0x17:***]: ***
28-04-2026,14:43:56:548 / GMT+05:00,TangemSDK,Debug,🟣 TAG_CardSignature [0x04:***]: ***
28-04-2026,14:43:56:548 / GMT+05:00,TangemSDK,Debug,🪲 ---------------- R-APDU deserialization finish ----------------
28-04-2026,14:43:56:553 / GMT+05:00,TangemSDK,Debug,🔵 (NFCReader) Pause reader session invoked
28-04-2026,14:43:56:553 / GMT+05:00,TangemSDK,Debug,🔵 (NFCReader) Stop reader session invoked
28-04-2026,14:43:56:554 / GMT+05:00,TangemSDK,Debug,🟤 (ViewDelegate) Set state: empty
28-04-2026,14:43:56:554 / GMT+05:00,TangemSDK,Debug,🪲 AttestCardKeyCommand deinit
28-04-2026,14:43:59:218 / GMT+05:00,TangemSDK,Debug,🔵 (NFCReader) NFC Session did invalidate with NFC error: Session invalidated by user
28-04-2026,14:43:59:218 / GMT+05:00,TangemSDK,Debug,🔵 (NFCReader) Session time is: 3.879259943962097
28-04-2026,14:43:59:218 / GMT+05:00,TangemSDK,Debug,🔵 (NFCReader) Tag time is: 2.8768259286880493
28-04-2026,14:43:59:220 / GMT+05:00,TangemSDK,Debug,🔵 (NFCReader) Invalidated event received
28-04-2026,14:43:59:226 / GMT+05:00,TangemSDK,Debug,🔵 (NFCReader) Handle tag lost¸ cleaning resources: Combine.CurrentValueSubject<TangemSdk.NFCTagType¸ TangemSdk.TangemSdkError>
28-04-2026,14:43:59:226 / GMT+05:00,TangemSDK,Debug,🔵 (NFCReader) NFC session is active: false
28-04-2026,14:44:03:897 / GMT+05:00,TangemSDK,Debug,🪲 CHHapticEngine stop handler: The engine stopped for reason: 1
28-04-2026,14:44:03:909 / GMT+05:00,TangemSDK,Debug,🔵 (NFCReader) NFC Session did invalidate with NFC error: Session invalidated by user
28-04-2026,14:44:03:909 / GMT+05:00,TangemSDK,Debug,🔵 (NFCReader) Session time is: 8.569422960281372
28-04-2026,14:44:03:909 / GMT+05:00,TangemSDK,Debug,🔵 (NFCReader) Tag time is: 7.566988945007324
28-04-2026,14:44:08:595 / GMT+05:00,TangemSDK,Debug,🔵 (NFCReader) Filter out cancelled event
28-04-2026,14:44:09:319 / GMT+05:00,TangemSDK,Debug,🟡 (CardSession) Runnable completed
28-04-2026,14:44:09:320 / GMT+05:00,TangemSDK,Debug,🟡 (CardSession) Try save an access code
28-04-2026,14:44:09:350 / GMT+05:00,TangemSDK,Debug,🪲 Ignore the default code
28-04-2026,14:44:09:350 / GMT+05:00,TangemSDK,Debug,🪲 Skip saving
28-04-2026,14:44:09:350 / GMT+05:00,TangemSDK,Debug,🪲 Lock the access codes repo
28-04-2026,14:44:09:350 / GMT+05:00,TangemSDK,Debug,🟡 (CardSession) The access code saved successfully
28-04-2026,14:44:09:350 / GMT+05:00,TangemSDK,Debug,🟡 (CardSession) Stop session
28-04-2026,14:44:09:350 / GMT+05:00,TangemSDK,Debug,🟤 (ViewDelegate) Show alert message: Done
28-04-2026,14:44:09:350 / GMT+05:00,TangemSDK,Debug,🟤 (ViewDelegate) Session stopped
28-04-2026,14:44:09:351 / GMT+05:00,TangemSDK,Debug,🪲 AttestationTask deinit
28-04-2026,14:44:09:351 / GMT+05:00,TangemSDK,Debug,🪲 NetworkService deinit
28-04-2026,14:44:09:886 / GMT+05:00,App,Debug,<AppScanTask:75:deinit> Tangem.AppScanTask
28-04-2026,14:44:09:946 / GMT+05:00,Network,Info,Request ➡️: api.us.paera.com; Info: customer/wallets/REDACTED_HEX; Method: GET; Headers: device¸Content-Type¸language¸system_version¸timezone¸platform¸version¸X-API-KEY
28-04-2026,14:44:09:953 / GMT+05:00,Accounts [Tangem/CryptoAccountsGlobalStateProvider.swift],Debug,<CommonCryptoAccountsGlobalStateProvider:21:init()> Instance initialized (<CommonCryptoAccountsGlobalStateProvider: 0x000000012cb188a0>)
28-04-2026,14:44:09:954 / GMT+05:00,Accounts [Tangem/CryptoAccountsGlobalStateProvider.swift],Debug,<CommonCryptoAccountsGlobalStateProvider:31:register(_:forIdentifier:)> Called with REDACTED_HEX (<CommonCryptoAccountsGlobalStateProvider: 0x000000012cb188a0>)
28-04-2026,14:44:09:958 / GMT+05:00,Accounts [Tangem/CryptoAccountsGlobalStateProvider.swift],Debug,<CommonCryptoAccountsGlobalStateProvider:83:globalState(for:)> Called with [] (<Tangem.CommonCryptoAccountsGlobalStateProvider: 0x000000010635d2f0>)
28-04-2026,14:44:09:960 / GMT+05:00,Accounts [Tangem/CryptoAccountsGlobalStateProvider.swift],Debug,<CommonAccountModelsManager:179:makeOrGetAccountModelsPublisher()> Called with single (<CommonAccountModelsManager: 0x000000011a02d400>)
28-04-2026,14:44:09:961 / GMT+05:00,Network,Info,Request ➡️: api.tangem.org; Info: /wallets/REDACTED_HEX/accounts; Method: GET; Headers: timezone¸language¸system_version¸version¸api-key¸platform¸device
28-04-2026,14:44:09:977 / GMT+05:00,TangemSDK,Debug,🪲 NetworkService deinit
28-04-2026,14:44:09:978 / GMT+05:00,Analytics,Info,Analytics event: [Basic] Card Was Scanned. Params: {"Batch":"AC21"¸ "Currency":"Multicurrency"¸ "Firmware":"4.52d SDK"¸ "Product Type":"Wallet"¸ "Source":"Create Wallet Intro"}
28-04-2026,14:44:09:982 / GMT+05:00,Analytics,Info,Analytics event: [Onboarding] Onboarding Started. Params: {"Batch":"AC21"¸ "Currency":"Multicurrency"¸ "Firmware":"4.52d SDK"¸ "Product Type":"Wallet"}
28-04-2026,14:44:09:982 / GMT+05:00,TangemSDK,Debug,🪲 TangemSdk deinit
28-04-2026,14:44:09:982 / GMT+05:00,TangemSDK,Debug,🪲 Card session deinit
28-04-2026,14:44:09:982 / GMT+05:00,TangemSDK,Debug,🪲 BaseViewDelegate deinit
28-04-2026,14:44:09:983 / GMT+05:00,TangemSDK,Debug,🪲 Reader deinit
28-04-2026,14:44:09:984 / GMT+05:00,TangemSDK,Debug,🪲 AccessCodeRepository deinit
28-04-2026,14:44:10:217 / GMT+05:00,Network,Info,Response ✅ 200: api.tangem.org; Info: /wallets/REDACTED_HEX/accounts; Body: {"wallet":{"version":0¸"group":"none"¸"sort":"manual"¸"totalAccounts":2¸"totalArchivedAccounts":0}¸"accounts":[{"id":"REDACTED_HEX"¸"derivation":0¸"name":null¸"icon":"Star"¸"iconColor":"CandyGrapeFizz"¸"tokens":[{"id":"bitcoin"¸"networkId":"bitcoin"¸"derivationPath":"m/44'/0'/0'/0/0"¸"name":"Bitcoin"¸"symbol":"BTC"¸"decimals":8¸"contractAddress":null¸"dynamicAddressesEnabled":null}¸{"id":"ethereum"¸"networkId":"ethereum"¸"derivationPath":"m/44'/60'/0'/0/0"¸"name":"Ethereum"¸"symbol":"ETH"¸"decimals":18¸"contractAddress":null¸"dynamicAddressesEnabled":null}¸{"id":"polygon-ecosystem-token"¸"networkId":"polygon-pos"¸"derivationPath":"m/44'/60'/0'/0/0"¸"name":"Polygon"¸"symbol":"POL"¸"decimals":18¸"contractAddress":null¸"dynamicAddressesEnabled":null}¸{"id":"usd-coin"¸"networkId":"polygon-pos"¸"derivationPath":"m/44'/60'/0'/0/0"¸"name":"USDC"¸"symbol":"USDC"¸"decimals":6¸"contractAddress":"REDACTED_HEX"¸"dynamicAddressesEnabled":null}]}¸{"id":"REDACTED_HEX"¸"derivation":1¸"name":"Visa"¸"icon":"ShoppingBasket"¸"iconColor":"DullLavender"¸"tokens":[]}]¸"unassignedTokens":[]}
